X.1,X,etl_dt,bank_code,data_dt,bank_nm,mortgage_cnt,mortgage_bal,decorator_hse_cnt,decorator_hse_bal,ln_car_cnt,ln_car_bal,ln_worker_cnt,ln_worker_bal,other_cl_cnt,other_cl_bal
4590,4590,4590,2013-11-26 22:30:27.916566,040       ,2010-02-01 00:00:00,中華開發工業銀行,0,0,0,0,0,0,0,0,53,2.5e+07
4591,4591,4591,2013-11-26 22:30:27.944009,037       ,2010-02-01 00:00:00,法國興業銀行,0,0,0,0,0,0,0,0,0,0
4592,4592,4592,2013-11-26 22:30:27.948019,115       ,2010-02-01 00:00:00,基隆市第二信用合作社,1901,4.749e+09,171,2.19e+08,13,8e+06,0,0,1565,1.62e+08
4593,4593,4593,2013-11-26 22:30:28.045953,812       ,2010-02-01 00:00:00,台新國際商業銀行,84218,1.97833e+11,4047,5.212e+09,39451,1.3426e+10,0,0,176807,6.4744e+10
4594,4594,4594,2013-11-26 22:30:28.055981,127       ,2010-02-01 00:00:00,桃園信用合作社,1253,2.208e+09,437,7.27e+08,0,0,0,0,446,2.2e+08
4595,4595,4595,2013-11-26 22:30:28.050422,165       ,2010-02-01 00:00:00,彰化縣鹿港信用合作社,1390,2.172e+09,450,5.47e+08,0,0,8,2.7e+07,445,1.68e+08
4596,4596,4596,2013-11-26 22:30:28.133918,N011      ,2010-02-01 00:00:00,澎湖縣第二信用合作社,545,1.198e+09,81,8.5e+07,0,0,0,0,451,1.72e+08
4597,4597,4597,2013-11-26 22:30:28.074469,118       ,2010-02-01 00:00:00,板信商業銀行,20801,3.9008e+10,158,2.28e+08,5,2e+06,0,0,23465,2.792e+09
4598,4598,4598,2013-11-26 22:30:28.164617,009       ,2010-02-01 00:00:00,彰化商業銀行,72372,1.87275e+11,45984,9.8473e+10,0,0,2152,7.51e+08,9761,5.007e+09
4599,4599,4599,2013-11-26 22:30:28.083759,005       ,2010-02-01 00:00:00,臺灣土地銀行,291485,5.70111e+11,53237,6.2676e+10,75,8.5e+07,108903,2.8062e+10,23077,1.949e+09
4600,4600,4600,2013-11-26 22:30:28.091952,025       ,2010-02-01 00:00:00,菲律賓首都銀行,0,0,0,0,0,0,0,0,25,1.24e+08
4601,4601,4601,2013-11-26 22:30:28.110163,178       ,2010-02-01 00:00:00,嘉義市第三信用合作社,717,1.199e+09,1453,2.729e+09,0,0,0,0,525,1.98e+08
4602,4602,4602,2013-11-26 22:30:28.13606,017       ,2010-02-01 00:00:00,兆豐國際商業銀行,55146,1.76164e+11,10208,1.9151e+10,0,0,6721,2.825e+09,5760,2.5857e+10
4603,4603,4603,2013-11-26 22:30:28.143428,N012      ,2010-02-01 00:00:00,法國東方匯理銀行,0,0,0,0,0,0,0,0,0,0
4604,4604,4604,2013-11-26 22:30:28.127812,048       ,2010-02-01 00:00:00,臺灣工業銀行,2,2e+06,0,0,0,0,0,0,0,0
4605,4605,4605,2013-11-26 22:30:28.147383,090       ,2010-02-01 00:00:00,加拿大商豐業銀行,0,0,0,0,0,0,0,0,0,0
4606,4606,4606,2013-11-26 22:30:28.138378,803       ,2010-02-01 00:00:00,聯邦商業銀行,30174,6.4445e+10,14561,3.7554e+10,22458,6.047e+09,12,3e+06,26871,2.427e+09
4607,4607,4607,2013-11-26 22:30:28.141224,114       ,2010-02-01 00:00:00,基隆市第一信用合作社,5226,7.192e+09,592,3.16e+08,0,0,0,0,4904,3.968e+09
4608,4608,4608,2013-11-26 22:30:28.184318,806       ,2010-02-01 00:00:00,元大商業銀行,19271,5.1241e+10,10337,1.8528e+10,7933,1.426e+09,602,8.8e+07,25380,2.604e+10
4609,4609,4609,2013-11-26 22:30:28.066158,N004      ,2010-02-01 00:00:00,新竹市第一信用合作社,3228,8.61e+09,6,8e+06,0,0,0,0,64,8e+06
4610,4610,4610,2013-11-26 22:30:28.192403,321       ,2010-02-01 00:00:00,日商三井住友銀行,0,0,0,0,0,0,0,0,0,0
4611,4611,4611,2013-11-26 22:30:28.201347,079       ,2010-02-01 00:00:00,比利時商富通銀行,0,0,0,0,0,0,0,0,0,0
4612,4612,4612,2013-11-26 22:30:28.052546,016       ,2010-02-01 00:00:00,高雄銀行,21121,3.2585e+10,4761,8.35e+09,0,0,0,0,57504,7.878e+09
4613,4613,4613,2013-11-26 22:30:28.131965,030       ,2010-02-01 00:00:00,美商道富銀行,0,0,0,0,0,0,0,0,0,0
4614,4614,4614,2013-11-26 22:30:28.064213,050       ,2010-02-01 00:00:00,臺灣中小企業銀行,76958,1.51735e+11,5190,1.3034e+10,0,0,26350,1.3106e+10,22198,4.8176e+10
4615,4615,4615,2013-11-26 22:30:28.060332,012       ,2010-02-01 00:00:00,台北富邦銀行,102211,2.415e+11,1764,1.596e+09,2232,3.02e+08,559,2.61e+08,200208,3.0692e+10
4616,4616,4616,2013-11-26 22:30:28.06233,023       ,2010-02-01 00:00:00,泰國盤谷銀行,0,0,0,0,0,0,0,0,0,0
4617,4617,4617,2013-11-26 22:30:27.919874,809       ,2010-02-01 00:00:00,萬泰商業銀行,2985,3.802e+09,1390,1.494e+09,6438,8.16e+08,0,0,237968,2.9763e+10
4618,4618,4618,2013-11-26 22:30:27.941977,097       ,2010-02-01 00:00:00,美商富國銀行,0,0,0,0,0,0,0,0,0,0
4619,4619,4619,2013-11-26 22:30:28.048217,082       ,2010-02-01 00:00:00,法商法國巴黎銀行,23,1.51e+08,0,0,0,0,0,0,6,1e+06
4620,4620,4620,2013-11-26 22:30:28.041613,162       ,2010-02-01 00:00:00,彰化第六信用合作社,3190,5.705e+09,75,6.2e+07,0,0,0,0,874,1.23e+08
4621,4621,4621,2013-11-26 22:30:27.945923,224       ,2010-02-01 00:00:00,金門縣信用合作社,164,3.56e+08,182,3.22e+08,0,0,0,0,137,6.4e+07
4622,4622,4622,2013-11-26 22:30:27.935543,093       ,2010-02-01 00:00:00,荷蘭商安智銀行,0,0,0,0,0,0,0,0,0,0
4623,4623,4623,2013-11-26 22:30:27.924185,008       ,2010-02-01 00:00:00,華南商業銀行,92662,2.92879e+11,30068,2.4325e+10,6120,1.274e+09,5423,2.043e+09,66138,8.243e+09
4624,4624,4624,2013-11-26 22:30:27.938069,029       ,2010-02-01 00:00:00,新加坡大華銀行,0,0,0,0,0,0,0,0,0,0
4625,4625,4625,2013-11-26 22:30:27.940387,N019      ,2010-02-01 00:00:00,香港東亞銀行,0,0,0,0,0,0,0,0,39,6e+06
4626,4626,4626,2013-11-26 22:30:27.926603,822       ,2010-02-01 00:00:00,中國信託商業銀行,140507,2.79312e+11,16848,2.3148e+10,27393,5.17e+09,0,0,303833,6.6947e+10
4627,4627,4627,2013-11-26 22:30:27.933409,163       ,2010-02-01 00:00:00,彰化第十信用合作社,866,1.371e+09,0,0,0,0,0,0,0,0
4628,4628,4628,2013-11-26 22:30:27.928766,146       ,2010-02-01 00:00:00,台中市第二信用合作社,9584,1.8275e+10,112,1.78e+08,0,0,0,0,438,1.56e+08
4629,4629,4629,2013-11-26 22:30:27.930486,805       ,2010-02-01 00:00:00,遠東國際商業銀行,33812,8.3313e+10,9703,1.7083e+10,25292,5.668e+09,12693,2.856e+09,112826,9.871e+09
4630,4630,4630,2013-11-26 22:30:27.913406,N000      ,2010-02-01 00:00:00,台北縣淡水第一信用合作社,10522,1.9556e+10,155,1.21e+08,0,0,834,1.5e+08,97,6.2e+07
4631,4631,4631,2013-11-26 22:30:27.910447,020       ,2010-02-01 00:00:00,日商瑞穗實業銀行,0,0,0,0,0,0,0,0,0,0
4632,4632,4632,2013-11-26 22:30:28.160438,072       ,2010-02-01 00:00:00,德商德意志銀行,0,0,0,0,0,0,0,0,0,0
4633,4633,4633,2013-11-26 22:30:28.154035,015       ,2010-02-01 00:00:00,中國輸出入銀行,0,0,0,0,0,0,0,0,0,0
4634,4634,4634,2013-11-26 22:30:28.16667,N016      ,2010-02-01 00:00:00,嘉義巿第四信用合作社,6,6e+06,106,1.65e+08,0,0,0,0,0,0
4635,4635,4635,2013-11-26 22:30:28.152041,095       ,2010-02-01 00:00:00,美商美聯銀行,0,0,0,0,0,0,0,0,0,0
4636,4636,4636,2013-11-26 22:30:28.162444,053       ,2010-02-01 00:00:00,台中商業銀行,23651,4.1017e+10,567,2.27e+08,6,1.1e+07,0,0,11169,2.256e+09
4637,4637,4637,2013-11-26 22:30:28.17795,006       ,2010-02-01 00:00:00,合作金庫商業銀行,188052,4.66083e+11,68153,1.24548e+11,0,0,87137,1.7827e+10,30128,1.6684e+10
4638,4638,4638,2013-11-26 22:30:28.175876,104       ,2010-02-01 00:00:00,台北市第五信用合作社,843,2.155e+09,53,1.11e+08,0,0,0,0,216,2.1e+07
4639,4639,4639,2013-11-26 22:30:28.180027,N017      ,2010-02-01 00:00:00,宜蘭信用合社,728,1.297e+09,221,2.66e+08,0,0,0,0,565,1e+08
4640,4640,4640,2013-11-26 22:30:28.173829,011       ,2010-02-01 00:00:00,上海商業儲蓄銀行,36558,1.03151e+11,9637,8.546e+09,127,2.3e+07,0,0,4817,1.198e+09
4641,4641,4641,2013-11-26 22:30:28.169339,099       ,2010-02-01 00:00:00,比利時商比利時聯合銀行,6,2e+07,0,0,0,0,0,0,0,0
4642,4642,4642,2013-11-26 22:30:28.150049,013       ,2010-02-01 00:00:00,國泰世華商業銀行,67799,2.58065e+11,7250,1.0931e+10,350,1.6e+07,0,0,23052,2.479e+09
4643,4643,4643,2013-11-26 22:30:28.181965,102       ,2010-02-01 00:00:00,華泰商業銀行,3616,1.0365e+10,2992,8.623e+09,0,0,0,0,2014,4.44e+08
4644,4644,4644,2013-11-26 22:30:28.195088,004       ,2010-02-01 00:00:00,臺灣銀行,144256,3.44872e+11,29097,3.8832e+10,0,0,33758,8.624e+09,3625040,1.89588e+11
4645,4645,4645,2013-11-26 22:30:28.197075,158       ,2010-02-01 00:00:00,彰化第一信用合作社,576,8.47e+08,107,1.23e+08,0,0,0,0,6,9e+06
4646,4646,4646,2013-11-26 22:30:28.190267,052       ,2010-02-01 00:00:00,渣打國際商業銀行,70845,1.37874e+11,12436,2.0796e+10,0,0,0,0,181537,3.6926e+10
4647,4647,4647,2013-11-26 22:30:28.203358,147       ,2010-02-01 00:00:00,三信商業銀行,5936,1.7419e+10,879,1.338e+09,29708,1.0186e+10,0,0,25546,9.609e+09
4648,4648,4648,2013-11-26 22:30:28.068063,054       ,2010-02-01 00:00:00,京城商業銀行,10416,2.1033e+10,4848,5.999e+09,0,0,0,0,8527,1.3236e+10
4649,4649,4649,2013-11-26 22:30:28.188234,807       ,2010-02-01 00:00:00,永豐商業銀行,93872,2.82348e+11,21208,3.8147e+10,6790,3.21e+09,0,0,42724,1.1724e+10
4650,4650,4650,2013-11-26 22:30:28.198948,076       ,2010-02-01 00:00:00,美商摩根大通銀行,0,0,0,0,0,0,0,0,0,0
4651,4651,4651,2013-11-26 22:30:28.211962,808       ,2010-02-01 00:00:00,玉山商業銀行,53529,1.76697e+11,44504,7.8679e+10,0,0,1,0,62963,1.5622e+10
4652,4652,4652,2013-11-26 22:30:28.209853,028       ,2010-02-01 00:00:00,美商美國紐約梅隆銀行,0,0,0,0,0,0,0,0,0,0
4653,4653,4653,2013-11-26 22:30:28.207954,816       ,2010-02-01 00:00:00,安泰商業銀行,21279,5.9209e+10,6437,1.5025e+10,5418,1.377e+09,65,1.6e+07,32226,6.629e+09
4654,4654,4654,2013-11-26 22:30:28.205947,085       ,2010-02-01 00:00:00,新加坡商新加坡華僑銀行,0,0,0,0,0,0,0,0,0,0
4655,4655,4655,2013-11-26 22:30:28.186238,103       ,2010-02-01 00:00:00,臺灣新光商業銀行,21455,6.3409e+10,909,1.411e+09,11149,3.81e+09,0,0,71200,2.5651e+10
4656,4656,4656,2013-11-26 22:30:28.17164,021       ,2010-02-01 00:00:00,花旗,35484,7.3455e+10,1729,3.147e+09,29,4e+06,285,3.02e+08,163840,2.3052e+10
4657,4657,4657,2013-11-26 22:30:28.070053,101       ,2010-02-01 00:00:00,大台北商業銀行,2501,6.998e+09,149,1.87e+08,0,0,0,0,711,4.96e+08
4658,4658,4658,2013-11-26 22:30:28.072562,106       ,2010-02-01 00:00:00,台北市第九信用合作社,274,6.27e+08,0,0,0,0,0,0,195,5.6e+07
4659,4659,4659,2013-11-26 22:30:28.123499,N008      ,2010-02-01 00:00:00,台北縣淡水信用合作社,951,1.502e+09,262,3.15e+08,0,0,0,0,150,7.3e+07
4660,4660,4660,2013-11-26 22:30:28.112118,815       ,2010-02-01 00:00:00,日盛國際商業銀行,22512,4.2412e+10,7029,1.6278e+10,5753,9.1e+08,0,0,37561,9.511e+09
4661,4661,4661,2013-11-26 22:30:28.12552,022       ,2010-02-01 00:00:00,美商美國銀行,0,0,0,0,0,0,8,1e+06,0,0
4662,4662,4662,2013-11-26 22:30:28.114263,098       ,2010-02-01 00:00:00,日商三菱東京日聯銀行,0,0,0,0,0,0,0,0,0,0
4663,4663,4663,2013-11-26 22:30:28.121337,814       ,2010-02-01 00:00:00,大眾商業銀行,27816,6.9442e+10,562,7.52e+08,0,0,902,3.31e+08,104802,1.2818e+10
4664,4664,4664,2013-11-26 22:30:28.116525,007       ,2010-02-01 00:00:00,第一商業銀行,80984,2.52578e+11,35926,6.9577e+10,353,2.4e+07,5101,1.371e+09,13388,4.763e+09
4665,4665,4665,2013-11-26 22:30:28.118934,325       ,2010-02-01 00:00:00,香港上海匯豐銀行,23175,6.5329e+10,933,9.87e+08,639,4.5e+07,0,0,54946,9.582e+09
4666,4666,4666,2013-11-26 22:30:28.103961,092       ,2010-02-01 00:00:00,瑞士商瑞士銀行,0,0,0,0,0,0,0,0,0,0
4667,4667,4667,2013-11-26 22:30:28.094128,087       ,2010-02-01 00:00:00,斐商標準銀行,0,0,0,0,0,0,0,0,0,0
4668,4668,4668,2013-11-26 22:30:28.106159,108       ,2010-02-01 00:00:00,陽信商業銀行,21311,5.1747e+10,2633,3.954e+09,60,6.8e+07,0,0,22813,3.42e+09
4669,4669,4669,2013-11-26 22:30:28.09615,188       ,2010-02-01 00:00:00,台南第三信用合作社,2033,3.196e+09,55,4e+07,0,0,0,0,4985,4.5e+07
4670,4670,4670,2013-11-26 22:30:28.101751,078       ,2010-02-01 00:00:00,新加坡商星展銀行,8643,1.2649e+10,2434,3.387e+09,389,1.63e+08,2,0,31403,1.302e+10
4671,4671,4671,2013-11-26 22:30:28.097792,139       ,2010-02-01 00:00:00,苗栗縣竹南信用合作社,1599,3.167e+09,543,6.03e+08,0,0,0,0,282,1.19e+08
4672,4672,4672,2013-11-26 22:30:28.099819,215       ,2010-02-01 00:00:00,花蓮第一信用合作社,3177,5.923e+09,911,1.21e+09,0,0,40,1e+07,970,1.54e+08
4673,4673,4673,2013-11-26 22:30:28.087848,N006      ,2010-02-01 00:00:00,澳商澳洲紐西蘭銀行,1,2e+06,0,0,0,0,0,0,0,0
4674,4674,4674,2013-11-26 22:30:28.076319,N005      ,2010-02-01 00:00:00,高雄第三信用合作社,4533,9.292e+09,4261,8.735e+09,0,0,666,1.76e+08,1127,2.36e+08
4675,4675,4675,2013-11-26 22:30:28.089899,161       ,2010-02-01 00:00:00,彰化第五信用合作社,485,7.36e+08,40,5.9e+07,0,0,0,0,8,3e+06
4676,4676,4676,2013-11-26 22:30:28.078442,222       ,2010-02-01 00:00:00,澎湖縣第一信用合作社,124,3.25e+08,10,2.8e+07,0,0,0,0,226,1.07e+08
4677,4677,4677,2013-11-26 22:30:28.085817,083       ,2010-02-01 00:00:00,英商渣打銀行,0,0,0,0,0,0,0,0,0,0
4678,4678,4678,2013-11-26 22:30:28.080311,216       ,2010-02-01 00:00:00,花蓮第二信用合作社,10570,1.8385e+10,2402,3.929e+09,0,0,1342,4.57e+08,0,0
4679,4679,4679,2013-11-26 22:30:28.375512,082       ,2010-03-01 00:00:00,法商法國巴黎銀行,23,1.44e+08,0,0,0,0,0,0,6,1e+06
4680,4680,4680,2013-11-26 22:30:28.396584,101       ,2010-03-01 00:00:00,大台北商業銀行,2486,7.014e+09,151,1.91e+08,0,0,0,0,695,4.77e+08
4681,4681,4681,2013-11-26 22:30:28.398586,106       ,2010-03-01 00:00:00,台北市第九信用合作社,275,6.24e+08,0,0,0,0,0,0,194,5.5e+07
4682,4682,4682,2013-11-26 22:30:28.400589,118       ,2010-03-01 00:00:00,板信商業銀行,20600,3.862e+10,155,2.25e+08,6,3e+06,0,0,23324,2.708e+09
4683,4683,4683,2013-11-26 22:30:28.389738,050       ,2010-03-01 00:00:00,臺灣中小企業銀行,76410,1.50311e+11,5211,1.2865e+10,0,0,26614,1.324e+10,22345,4.8509e+10
4684,4684,4684,2013-11-26 22:30:28.377664,165       ,2010-03-01 00:00:00,彰化縣鹿港信用合作社,1386,2.158e+09,453,5.49e+08,0,0,8,2.7e+07,432,1.64e+08
4685,4685,4685,2013-11-26 22:30:28.394552,054       ,2010-03-01 00:00:00,京城商業銀行,10313,2.0716e+10,4783,5.882e+09,0,0,0,0,8438,1.3047e+10
4686,4686,4686,2013-11-26 22:30:28.379773,016       ,2010-03-01 00:00:00,高雄銀行,21009,3.2417e+10,4765,8.387e+09,0,0,0,0,57257,7.812e+09
4687,4687,4687,2013-11-26 22:30:28.387672,023       ,2010-03-01 00:00:00,泰國盤谷銀行,0,0,0,0,0,0,0,0,0,0
4688,4688,4688,2013-11-26 22:30:28.383577,127       ,2010-03-01 00:00:00,桃園信用合作社,1233,2.164e+09,431,7.11e+08,0,0,0,0,438,2.14e+08
4689,4689,4689,2013-11-26 22:30:28.38562,012       ,2010-03-01 00:00:00,台北富邦銀行,102236,2.42623e+11,1780,1.621e+09,2070,2.66e+08,813,3.72e+08,199204,3.0399e+10
4690,4690,4690,2013-11-26 22:30:28.369799,162       ,2010-03-01 00:00:00,彰化第六信用合作社,3194,5.78e+09,74,6.2e+07,0,0,0,0,877,1.27e+08
4691,4691,4691,2013-11-26 22:30:28.236112,809       ,2010-03-01 00:00:00,萬泰商業銀行,2947,3.72e+09,1369,1.46e+09,6030,7.28e+08,0,0,234985,2.9409e+10
4692,4692,4692,2013-11-26 22:30:28.359561,N019      ,2010-03-01 00:00:00,香港東亞銀行,0,0,0,0,0,0,0,0,34,6e+06
4693,4693,4693,2013-11-26 22:30:28.496628,021       ,2010-03-01 00:00:00,花旗,35615,7.406e+10,1696,3.072e+09,29,1.4e+07,272,3.07e+08,167746,2.3365e+10
4694,4694,4694,2013-11-26 22:30:28.234037,040       ,2010-03-01 00:00:00,中華開發工業銀行,0,0,0,0,0,0,0,0,56,2.7e+07
4695,4695,4695,2013-11-26 22:30:28.373411,812       ,2010-03-01 00:00:00,台新國際商業銀行,84119,1.98006e+11,3991,5.09e+09,39074,1.3338e+10,0,0,175407,6.4769e+10
4696,4696,4696,2013-11-26 22:30:28.391963,N004      ,2010-03-01 00:00:00,新竹市第一信用合作社,3274,9.215e+09,5,8e+06,0,0,0,0,56,7e+06
4697,4697,4697,2013-11-26 22:30:28.409372,005       ,2010-03-01 00:00:00,臺灣土地銀行,290324,5.68352e+11,53055,6.2433e+10,70,8.2e+07,107463,2.7234e+10,22682,1.886e+09
4698,4698,4698,2013-11-26 22:30:28.446678,325       ,2010-03-01 00:00:00,香港上海匯豐銀行,23177,6.5912e+10,926,9.74e+08,590,3.9e+07,0,0,53493,9.314e+09
4699,4699,4699,2013-11-26 22:30:28.456582,048       ,2010-03-01 00:00:00,臺灣工業銀行,2,2e+06,0,0,0,0,0,0,0,0
4700,4700,4700,2013-11-26 22:30:28.466679,803       ,2010-03-01 00:00:00,聯邦商業銀行,30186,6.5e+10,14505,3.7424e+10,22296,6.028e+09,11,3e+06,26330,2.473e+09
4701,4701,4701,2013-11-26 22:30:28.484326,N021      ,2010-03-01 00:00:00,瑞士商瑞士信貸銀行,0,0,0,0,0,0,0,0,0,0
4702,4702,4702,2013-11-26 22:30:28.503377,006       ,2010-03-01 00:00:00,合作金庫商業銀行,187879,4.67048e+11,67891,1.23498e+11,0,0,80242,1.7147e+10,29917,1.6757e+10
4703,4703,4703,2013-11-26 22:30:28.520007,004       ,2010-03-01 00:00:00,臺灣銀行,144168,3.45112e+11,28957,3.8385e+10,0,0,33125,8.299e+09,3604248,1.88591e+11
4704,4704,4704,2013-11-26 22:30:28.535885,808       ,2010-03-01 00:00:00,玉山商業銀行,53888,1.77746e+11,44185,7.7338e+10,0,0,1,0,64903,1.6303e+10
4705,4705,4705,2013-11-26 22:30:28.490742,009       ,2010-03-01 00:00:00,彰化商業銀行,72348,1.87904e+11,45910,9.8521e+10,0,0,2137,7.41e+08,9621,5.157e+09
4706,4706,4706,2013-11-26 22:30:28.228685,020       ,2010-03-01 00:00:00,日商瑞穗實業銀行,0,0,0,0,0,0,0,0,0,0
4707,4707,4707,2013-11-26 22:30:28.492715,N016      ,2010-03-01 00:00:00,嘉義巿第四信用合作社,6,6e+06,100,1.58e+08,0,0,0,0,0,0
4708,4708,4708,2013-11-26 22:30:28.354758,093       ,2010-03-01 00:00:00,荷蘭商安智銀行,0,0,0,0,0,0,0,0,0,0
4709,4709,4709,2013-11-26 22:30:28.529874,085       ,2010-03-01 00:00:00,新加坡商新加坡華僑銀行,0,0,0,0,0,0,0,0,0,0
4710,4710,4710,2013-11-26 22:30:28.53187,816       ,2010-03-01 00:00:00,安泰商業銀行,21483,6.0814e+10,6357,1.482e+10,4898,1.311e+09,67,1.6e+07,33274,6.654e+09
4711,4711,4711,2013-11-26 22:30:28.231748,N000      ,2010-03-01 00:00:00,台北縣淡水第一信用合作社,10513,1.953e+10,157,1.21e+08,0,0,802,1.4e+08,102,6.6e+07
4712,4712,4712,2013-11-26 22:30:28.533893,028       ,2010-03-01 00:00:00,美商美國紐約梅隆銀行,0,0,0,0,0,0,0,0,0,0
4713,4713,4713,2013-11-26 22:30:28.347405,146       ,2010-03-01 00:00:00,台中市第二信用合作社,9544,1.8206e+10,107,1.69e+08,0,0,0,0,439,1.57e+08
4714,4714,4714,2013-11-26 22:30:28.344942,822       ,2010-03-01 00:00:00,中國信託商業銀行,139824,2.78192e+11,11549,1.5816e+10,28575,5.444e+09,0,0,338256,6.7557e+10
4715,4715,4715,2013-11-26 22:30:28.525906,079       ,2010-03-01 00:00:00,比利時商富通銀行,0,0,0,0,0,0,0,0,0,0
4716,4716,4716,2013-11-26 22:30:28.494596,099       ,2010-03-01 00:00:00,比利時商比利時聯合銀行,6,1.9e+07,0,0,0,0,0,0,0,0
4717,4717,4717,2013-11-26 22:30:28.516011,052       ,2010-03-01 00:00:00,渣打國際商業銀行,71280,1.40724e+11,12387,2.0682e+10,0,0,0,0,183513,3.7596e+10
4718,4718,4718,2013-11-26 22:30:28.527862,147       ,2010-03-01 00:00:00,三信商業銀行,5960,1.7439e+10,878,1.327e+09,29712,1.0147e+10,0,0,25362,9.491e+09
4719,4719,4719,2013-11-26 22:30:28.518072,321       ,2010-03-01 00:00:00,日商三井住友銀行,0,0,0,0,0,0,0,0,0,0
4720,4720,4720,2013-11-26 22:30:28.524248,076       ,2010-03-01 00:00:00,美商摩根大通銀行,0,0,0,0,0,0,0,0,0,0
4721,4721,4721,2013-11-26 22:30:28.521901,158       ,2010-03-01 00:00:00,彰化第一信用合作社,562,8.01e+08,104,1.19e+08,0,0,0,0,7,1.1e+07
4722,4722,4722,2013-11-26 22:30:28.349817,805       ,2010-03-01 00:00:00,遠東國際商業銀行,33714,8.2531e+10,9614,1.6714e+10,25857,5.793e+09,12229,2.715e+09,113120,9.877e+09
4723,4723,4723,2013-11-26 22:30:28.509885,806       ,2010-03-01 00:00:00,元大商業銀行,19246,5.1831e+10,10227,1.8197e+10,7775,1.464e+09,589,8.1e+07,24970,2.7122e+10
4724,4724,4724,2013-11-26 22:30:28.498663,011       ,2010-03-01 00:00:00,上海商業儲蓄銀行,36780,1.05164e+11,9577,8.448e+09,125,2.3e+07,0,0,4725,1.163e+09
4725,4725,4725,2013-11-26 22:30:28.511923,103       ,2010-03-01 00:00:00,臺灣新光商業銀行,21502,6.3062e+10,950,1.514e+09,10958,3.734e+09,0,0,70668,2.5351e+10
4726,4726,4726,2013-11-26 22:30:28.514015,807       ,2010-03-01 00:00:00,永豐商業銀行,93683,2.8334e+11,21233,3.7938e+10,6620,3.191e+09,0,0,42179,1.1521e+10
4727,4727,4727,2013-11-26 22:30:28.501363,104       ,2010-03-01 00:00:00,台北市第五信用合作社,825,2.156e+09,51,1.04e+08,0,0,0,0,194,2.1e+07
4728,4728,4728,2013-11-26 22:30:28.507371,102       ,2010-03-01 00:00:00,華泰商業銀行,3628,1.0583e+10,2993,8.796e+09,0,0,0,0,1977,4.35e+08
4729,4729,4729,2013-11-26 22:30:28.357194,029       ,2010-03-01 00:00:00,新加坡大華銀行,0,0,0,0,0,0,0,0,0,0
4730,4730,4730,2013-11-26 22:30:28.505451,N017      ,2010-03-01 00:00:00,宜蘭信用合社,727,1.28e+09,224,2.63e+08,0,0,0,0,571,1.03e+08
4731,4731,4731,2013-11-26 22:30:28.418005,025       ,2010-03-01 00:00:00,菲律賓首都銀行,0,0,0,0,0,0,0,0,25,1.24e+08
4732,4732,4732,2013-11-26 22:30:28.460573,030       ,2010-03-01 00:00:00,美商道富銀行,0,0,0,0,0,0,0,0,0,0
4733,4733,4733,2013-11-26 22:30:28.479979,015       ,2010-03-01 00:00:00,中國輸出入銀行,0,0,0,0,0,0,0,0,0,0
4734,4734,4734,2013-11-26 22:30:28.342336,008       ,2010-03-01 00:00:00,華南商業銀行,93774,2.99619e+11,30065,2.4324e+10,5773,1.148e+09,5275,1.976e+09,64858,8.202e+09
4735,4735,4735,2013-11-26 22:30:28.482389,N014      ,2010-03-01 00:00:00,新竹市第三信用合作社,2407,5.031e+09,284,2.4e+08,0,0,0,0,284,2.8e+07
4736,4736,4736,2013-11-26 22:30:28.488337,053       ,2010-03-01 00:00:00,台中商業銀行,23536,4.08e+10,557,2.26e+08,6,1e+07,0,0,10566,2.163e+09
4737,4737,4737,2013-11-26 22:30:28.486308,072       ,2010-03-01 00:00:00,德商德意志銀行,0,0,0,0,0,0,0,0,0,0
4738,4738,4738,2013-11-26 22:30:28.47365,N013      ,2010-03-01 00:00:00,英商巴克萊銀行,0,0,0,0,0,0,0,0,0,0
4739,4739,4739,2013-11-26 22:30:28.462786,N011      ,2010-03-01 00:00:00,澎湖縣第二信用合作社,544,1.203e+09,81,8.4e+07,0,0,0,0,439,1.67e+08
4740,4740,4740,2013-11-26 22:30:28.475955,090       ,2010-03-01 00:00:00,加拿大商豐業銀行,0,0,0,0,0,0,0,0,0,0
4741,4741,4741,2013-11-26 22:30:28.477991,013       ,2010-03-01 00:00:00,國泰世華商業銀行,67751,2.60866e+11,7216,1.0885e+10,292,1.3e+07,0,0,22522,2.377e+09
4742,4742,4742,2013-11-26 22:30:28.352539,163       ,2010-03-01 00:00:00,彰化第十信用合作社,857,1.359e+09,0,0,0,0,0,0,0,0
4743,4743,4743,2013-11-26 22:30:28.464671,017       ,2010-03-01 00:00:00,兆豐國際商業銀行,54990,1.78112e+11,10083,1.8739e+10,0,0,6634,2.728e+09,5729,2.6362e+10
4744,4744,4744,2013-11-26 22:30:28.471488,N012      ,2010-03-01 00:00:00,法國東方匯理銀行,0,0,0,0,0,0,0,0,0,0
4745,4745,4745,2013-11-26 22:30:28.365848,224       ,2010-03-01 00:00:00,金門縣信用合作社,164,3.55e+08,179,3.15e+08,0,0,0,0,155,8.1e+07
4746,4746,4746,2013-11-26 22:30:28.469505,114       ,2010-03-01 00:00:00,基隆市第一信用合作社,5232,7.188e+09,585,3.11e+08,0,0,0,0,4885,3.999e+09
4747,4747,4747,2013-11-26 22:30:28.364211,037       ,2010-03-01 00:00:00,法國興業銀行,0,0,0,0,0,0,0,0,0,0
