X.1,X,etl_dt,bank_code,data_dt,bank_nm,mortgage_cnt,mortgage_bal,decorator_hse_cnt,decorator_hse_bal,ln_car_cnt,ln_car_bal,ln_worker_cnt,ln_worker_bal,other_cl_cnt,other_cl_bal
1674,1674,1674,2013-11-26 22:30:16.376135,N010      ,2007-06-01 00:00:00,美商美國紐約銀行,0,0,0,0,0,0,0,0,0,0
1675,1675,1675,2013-11-26 22:30:16.378341,030       ,2007-06-01 00:00:00,美商道富銀行,0,0,0,0,0,0,0,0,0,0
1676,1676,1676,2013-11-26 22:30:16.380466,N011      ,2007-06-01 00:00:00,澎湖縣第二信用合作社,512,7.87e+08,89,9e+07,10,5e+06,0,0,899,3.72e+08
1677,1677,1677,2013-11-26 22:30:16.38236,017       ,2007-06-01 00:00:00,兆豐國際商業銀行,60013,1.73834e+11,14559,2.9971e+10,0,0,8877,3.827e+09,8382,2.0498e+10
1678,1678,1678,2013-11-26 22:30:16.384158,803       ,2007-06-01 00:00:00,聯邦商業銀行,39467,7.2956e+10,20715,4.5514e+10,39255,1.083e+10,86,3.2e+07,303515,7.841e+09
1679,1679,1679,2013-11-26 22:30:16.386021,114       ,2007-06-01 00:00:00,基隆市第一信用合作社,5197,7.503e+09,976,6.6e+08,0,0,0,0,4705,2.571e+09
1680,1680,1680,2013-11-26 22:30:16.387877,N012      ,2007-06-01 00:00:00,法國東方匯理銀行,9,2.7e+07,0,0,0,0,0,0,0,0
1681,1681,1681,2013-11-26 22:30:16.390633,N013      ,2007-06-01 00:00:00,英商巴克萊銀行,0,0,0,0,0,0,0,0,0,0
1682,1682,1682,2013-11-26 22:30:16.394763,090       ,2007-06-01 00:00:00,加拿大商豐業銀行,0,0,0,0,0,0,0,0,0,0
1683,1683,1683,2013-11-26 22:30:16.396702,013       ,2007-06-01 00:00:00,國泰世華商業銀行,106608,2.24863e+11,9923,1.4297e+10,14673,1.062e+09,0,0,85672,1.1802e+10
1684,1684,1684,2013-11-26 22:30:16.398691,095       ,2007-06-01 00:00:00,美商美聯銀行,0,0,0,0,0,0,0,0,0,0
1685,1685,1685,2013-11-26 22:30:16.40049,015       ,2007-06-01 00:00:00,中國輸出入銀行,0,0,0,0,0,0,0,0,0,0
1686,1686,1686,2013-11-26 22:30:16.403207,N014      ,2007-06-01 00:00:00,新竹市第三信用合作社,2592,5.762e+09,335,2.99e+08,0,0,0,0,1274,2.91e+08
1687,1687,1687,2013-11-26 22:30:16.405225,072       ,2007-06-01 00:00:00,德商德意志銀行,0,0,0,0,0,0,0,0,0,0
1688,1688,1688,2013-11-26 22:30:16.407233,N015      ,2007-06-01 00:00:00,臺中商業銀行,27885,5.0544e+10,843,4.24e+08,14,4.4e+07,0,0,33783,7.682e+09
1689,1689,1689,2013-11-26 22:30:16.409292,009       ,2007-06-01 00:00:00,彰化商業銀行,63889,1.32378e+11,41250,8.1322e+10,0,0,1703,6e+08,16155,7.823e+09
1690,1690,1690,2013-11-26 22:30:16.410926,N016      ,2007-06-01 00:00:00,嘉義巿第四信用合作社,85,2.76e+08,3,3e+06,0,0,0,0,0,0
1691,1691,1691,2013-11-26 22:30:16.413138,099       ,2007-06-01 00:00:00,比利時商比利時聯合銀行,11,3.2e+07,0,0,0,0,0,0,0,0
1692,1692,1692,2013-11-26 22:30:16.415213,050       ,2007-06-01 00:00:00,臺灣中小企業銀行,78892,1.35838e+11,6502,1.6567e+10,0,0,14470,6.835e+09,24691,3.374e+10
1693,1693,1693,2013-11-26 22:30:16.417377,104       ,2007-06-01 00:00:00,台北市第五信用合作社,1156,2.896e+09,1,1e+06,0,0,0,0,1157,1.82e+08
1694,1694,1694,2013-11-26 22:30:16.419361,006       ,2007-06-01 00:00:00,合作金庫商業銀行,205586,4.52334e+11,75199,1.12637e+11,28,1e+06,139486,3.911e+10,41989,2.015e+10
1695,1695,1695,2013-11-26 22:30:16.421457,N017      ,2007-06-01 00:00:00,宜蘭信用合社,728,1.23e+09,281,3.43e+08,0,0,0,0,476,4.8e+07
1696,1696,1696,2013-11-26 22:30:16.423475,102       ,2007-06-01 00:00:00,華泰商業銀行,4145,1.5792e+10,3440,1.2661e+10,0,0,0,0,3920,1.275e+09
1697,1697,1697,2013-11-26 22:30:16.425564,N018      ,2007-06-01 00:00:00,台南第六信用合作社,0,0,0,0,0,0,0,0,0,0
1698,1698,1698,2013-11-26 22:30:16.42752,103       ,2007-06-01 00:00:00,臺灣新光商業銀行,17386,5.288e+10,583,7.81e+08,21191,5.435e+09,0,0,112458,2.9506e+10
1699,1699,1699,2013-11-26 22:30:16.429502,807       ,2007-06-01 00:00:00,永豐商業銀行,127372,2.9129e+11,15671,2.3587e+10,17306,6.984e+09,0,0,56128,1.772e+10
1700,1700,1700,2013-11-26 22:30:16.431499,321       ,2007-06-01 00:00:00,日商三井住友銀行,0,0,0,0,0,0,0,0,0,0
1701,1701,1701,2013-11-26 22:30:16.433499,004       ,2007-06-01 00:00:00,臺灣銀行,105992,2.27803e+11,21333,2.7921e+10,0,0,16442,5.943e+09,2891105,1.58996e+11
1702,1702,1702,2013-11-26 22:30:16.435758,158       ,2007-06-01 00:00:00,彰化第一信用合作社,878,1.593e+09,174,2.14e+08,0,0,0,0,5,1e+06
1703,1703,1703,2013-11-26 22:30:16.439682,076       ,2007-06-01 00:00:00,美商摩根大通銀行,0,0,0,0,0,0,0,0,0,0
1704,1704,1704,2013-11-26 22:30:16.442577,079       ,2007-06-01 00:00:00,比利時商富通銀行,0,0,0,0,0,0,0,0,0,0
1705,1705,1705,2013-11-26 22:30:16.446686,147       ,2007-06-01 00:00:00,三信商業銀行,6349,1.9626e+10,1377,2.458e+09,17009,6.244e+09,0,0,25882,1.1767e+10
1706,1706,1706,2013-11-26 22:30:16.449185,085       ,2007-06-01 00:00:00,新加坡商新加坡華僑銀行,0,0,0,0,0,0,0,0,0,0
1707,1707,1707,2013-11-26 22:30:16.451424,816       ,2007-06-01 00:00:00,安泰商業銀行,20284,5.1925e+10,8458,1.9418e+10,22388,5.771e+09,98,7e+06,34774,1.2793e+10
1708,1708,1708,2013-11-26 22:30:16.453698,N019      ,2007-06-01 00:00:00,香港東亞銀行,0,0,0,0,0,0,0,0,357,9.6e+07
1709,1709,1709,2013-11-26 22:30:16.455763,808       ,2007-06-01 00:00:00,玉山商業銀行,43419,1.48602e+11,50977,1.1666e+11,0,0,9,0,96816,1.6687e+10
1710,1710,1710,2013-11-26 22:30:16.457807,-01       ,2007-06-01 00:00:00,寶華商業銀行,14187,1.8911e+10,11535,1.3352e+10,7018,1.242e+09,5,2e+06,56840,5.065e+09
1711,1711,1711,2013-11-26 22:30:16.478066,020       ,2007-07-01 00:00:00,日商瑞穗實業銀行,0,0,0,0,0,0,0,0,0,0
1712,1712,1712,2013-11-26 22:30:16.480161,N000      ,2007-07-01 00:00:00,台北縣淡水第一信用合作社,10674,2.0001e+10,133,1.31e+08,4,1e+06,754,2.3e+08,839,1.81e+08
1713,1713,1713,2013-11-26 22:30:16.482168,040       ,2007-07-01 00:00:00,中華開發工業銀行,4,8e+06,0,0,0,0,0,0,73,4.7e+07
1714,1714,1714,2013-11-26 22:30:16.484142,809       ,2007-07-01 00:00:00,萬泰商業銀行,3866,5.764e+09,1813,2.215e+09,15280,4.332e+09,0,0,384209,4.9559e+10
1715,1715,1715,2013-11-26 22:30:16.487852,008       ,2007-07-01 00:00:00,華南商業銀行,83027,2.4462e+11,30124,2.4338e+10,13374,4.874e+09,7006,2.328e+09,201367,1.5174e+10
1716,1716,1716,2013-11-26 22:30:16.490148,822       ,2007-07-01 00:00:00,中國信託商業銀行,159001,2.65764e+11,15330,1.7925e+10,23278,4.982e+09,0,0,461520,7.5692e+10
1717,1717,1717,2013-11-26 22:30:16.495325,146       ,2007-07-01 00:00:00,台中市第二信用合作社,10582,1.7889e+10,107,8.1e+07,10,0,0,0,950,3.38e+08
1718,1718,1718,2013-11-26 22:30:16.497381,N001      ,2007-07-01 00:00:00,高雄第二信用合作社,2484,4.285e+09,521,3.14e+08,0,0,2057,8.51e+08,12583,2.552e+09
1719,1719,1719,2013-11-26 22:30:16.499467,805       ,2007-07-01 00:00:00,遠東國際商業銀行,48084,9.6451e+10,12075,2.1347e+10,15267,3.019e+09,17771,5.505e+09,117733,1.2003e+10
1720,1720,1720,2013-11-26 22:30:16.5012,163       ,2007-07-01 00:00:00,彰化第十信用合作社,659,8.88e+08,0,0,0,0,0,0,4,0
1721,1721,1721,2013-11-26 22:30:16.503266,093       ,2007-07-01 00:00:00,荷蘭商安智銀行,0,0,0,0,0,0,0,0,1,0
1722,1722,1722,2013-11-26 22:30:16.505423,029       ,2007-07-01 00:00:00,新加坡大華銀行,0,0,0,0,0,0,0,0,0,0
1723,1723,1723,2013-11-26 22:30:16.509305,037       ,2007-07-01 00:00:00,法國興業銀行,0,0,0,0,0,0,0,0,0,0
1724,1724,1724,2013-11-26 22:30:16.511151,224       ,2007-07-01 00:00:00,金門縣信用合作社,92,1.39e+08,133,3.27e+08,0,0,0,0,79,4.3e+07
1725,1725,1725,2013-11-26 22:30:16.513313,115       ,2007-07-01 00:00:00,基隆市第二信用合作社,1484,3.941e+09,260,3.85e+08,58,2.6e+07,0,0,1519,3.57e+08
1726,1726,1726,2013-11-26 22:30:16.51537,162       ,2007-07-01 00:00:00,彰化第六信用合作社,3032,4.846e+09,225,2.28e+08,0,0,0,0,2394,2.51e+08
1727,1727,1727,2013-11-26 22:30:16.517365,812       ,2007-07-01 00:00:00,台新國際商業銀行,158074,1.94897e+11,8537,8.856e+09,57221,1.919e+10,0,0,382702,6.1299e+10
1728,1728,1728,2013-11-26 22:30:16.519434,082       ,2007-07-01 00:00:00,法商法國巴黎銀行,23,9.6e+07,0,0,0,0,0,0,14,3e+06
1729,1729,1729,2013-11-26 22:30:16.52167,165       ,2007-07-01 00:00:00,彰化縣鹿港信用合作社,1027,1.442e+09,751,1.045e+09,0,0,0,0,846,2.2e+08
1730,1730,1730,2013-11-26 22:30:16.523928,016       ,2007-07-01 00:00:00,高雄銀行,23597,3.7121e+10,4870,8.433e+09,0,0,0,0,47290,7.284e+09
1731,1731,1731,2013-11-26 22:30:16.527674,127       ,2007-07-01 00:00:00,桃園信用合作社,1662,3.505e+09,803,1.678e+09,0,0,0,0,500,2.74e+08
1732,1732,1732,2013-11-26 22:30:16.529414,012       ,2007-07-01 00:00:00,台北富邦銀行,122241,2.21558e+11,2728,3.117e+09,8585,2.942e+09,241,9e+07,207876,3.4056e+10
1733,1733,1733,2013-11-26 22:30:16.531517,023       ,2007-07-01 00:00:00,泰國盤谷銀行,2,1e+06,0,0,0,0,0,0,0,0
1734,1734,1734,2013-11-26 22:30:16.533436,011       ,2007-07-01 00:00:00,上海商業儲蓄銀行,34794,8.8069e+10,5587,5.355e+09,88,2.4e+07,0,0,4678,1.177e+09
1735,1735,1735,2013-11-26 22:30:16.535377,N004      ,2007-07-01 00:00:00,新竹市第一信用合作社,2995,7.679e+09,6,5e+06,0,0,0,0,154,5.5e+07
1736,1736,1736,2013-11-26 22:30:16.537415,054       ,2007-07-01 00:00:00,京城商業銀行,12403,2.8674e+10,6690,1.0289e+10,0,0,33,7e+06,13914,1.5135e+10
1737,1737,1737,2013-11-26 22:30:16.539308,097       ,2007-07-01 00:00:00,美商富國銀行,0,0,0,0,0,0,0,0,0,0
1738,1738,1738,2013-11-26 22:30:16.541281,106       ,2007-07-01 00:00:00,台北市第九信用合作社,738,1.659e+09,0,0,0,0,0,0,308,8.5e+07
1739,1739,1739,2013-11-26 22:30:16.543272,118       ,2007-07-01 00:00:00,板信商業銀行,22392,3.9927e+10,252,3.61e+08,95,1.5e+07,0,0,57886,7.183e+09
1740,1740,1740,2013-11-26 22:30:16.545286,N005      ,2007-07-01 00:00:00,高雄第三信用合作社,5636,8.47e+09,5298,7.962e+09,0,0,875,3.87e+08,2223,6.88e+08
1741,1741,1741,2013-11-26 22:30:16.547648,222       ,2007-07-01 00:00:00,澎湖縣第一信用合作社,138,4.52e+08,15,3.3e+07,0,0,0,0,188,9.2e+07
1742,1742,1742,2013-11-26 22:30:16.54964,216       ,2007-07-01 00:00:00,花蓮第二信用合作社,8458,1.4759e+10,3209,5.537e+09,0,0,1950,7.96e+08,47,4e+06
1743,1743,1743,2013-11-26 22:30:16.551778,005       ,2007-07-01 00:00:00,臺灣土地銀行,283254,4.77492e+11,55227,6.3284e+10,339,2.11e+08,133337,5.0795e+10,38183,4.239e+09
1744,1744,1744,2013-11-26 22:30:16.553712,083       ,2007-07-01 00:00:00,英商渣打銀行,0,0,0,0,0,0,0,0,0,0
1745,1745,1745,2013-11-26 22:30:16.555487,024       ,2007-07-01 00:00:00,美國運通銀行,0,0,1,1e+06,0,0,0,0,24028,3.15e+09
1746,1746,1746,2013-11-26 22:30:16.557657,N006      ,2007-07-01 00:00:00,澳商澳洲紐西蘭銀行,1,3e+06,0,0,0,0,0,0,0,0
1747,1747,1747,2013-11-26 22:30:16.559656,161       ,2007-07-01 00:00:00,彰化第五信用合作社,554,9.76e+08,55,8.8e+07,0,0,0,0,12,5e+06
1748,1748,1748,2013-11-26 22:30:16.561663,025       ,2007-07-01 00:00:00,菲律賓首都銀行,0,0,0,0,0,0,0,0,49,4e+06
1749,1749,1749,2013-11-26 22:30:16.563623,087       ,2007-07-01 00:00:00,斐商標準銀行,0,0,0,0,0,0,0,0,0,0
1750,1750,1750,2013-11-26 22:30:16.565594,188       ,2007-07-01 00:00:00,台南第三信用合作社,2128,3.523e+09,101,6.5e+07,0,0,0,0,5156,9.8e+07
1751,1751,1751,2013-11-26 22:30:16.567486,139       ,2007-07-01 00:00:00,苗栗縣竹南信用合作社,2212,3.877e+09,755,5.63e+08,0,0,0,0,248,1.33e+08
1752,1752,1752,2013-11-26 22:30:16.569491,215       ,2007-07-01 00:00:00,花蓮第一信用合作社,3047,5.994e+09,1516,2.395e+09,0,0,126,3.9e+07,1815,5.17e+08
1753,1753,1753,2013-11-26 22:30:16.571556,078       ,2007-07-01 00:00:00,新加坡商星展銀行,0,0,0,0,0,0,0,0,0,0
1754,1754,1754,2013-11-26 22:30:16.573511,092       ,2007-07-01 00:00:00,瑞士商瑞士銀行,0,0,0,0,0,0,0,0,0,0
1755,1755,1755,2013-11-26 22:30:16.575563,108       ,2007-07-01 00:00:00,陽信商業銀行,26500,5.7725e+10,3258,5.379e+09,13,8e+06,0,0,33611,6.592e+09
1756,1756,1756,2013-11-26 22:30:16.579846,178       ,2007-07-01 00:00:00,嘉義市第三信用合作社,1054,1.78e+09,987,2.073e+09,0,0,0,0,685,3.09e+08
1757,1757,1757,2013-11-26 22:30:16.581719,815       ,2007-07-01 00:00:00,日盛國際商業銀行,30875,5.3367e+10,9062,2.0571e+10,40968,1.3301e+10,0,0,82681,1.246e+10
1758,1758,1758,2013-11-26 22:30:16.583982,098       ,2007-07-01 00:00:00,日商三菱東京日聯銀行,0,0,0,0,0,0,0,0,0,0
1759,1759,1759,2013-11-26 22:30:16.585832,007       ,2007-07-01 00:00:00,第一商業銀行,78299,2.22716e+11,34050,6.363e+10,3139,5.82e+08,15389,4.036e+09,21677,6.503e+09
1760,1760,1760,2013-11-26 22:30:16.589948,325       ,2007-07-01 00:00:00,香港上海匯豐銀行,18965,6.3902e+10,13,1e+06,0,0,0,0,34623,1.3979e+10
1761,1761,1761,2013-11-26 22:30:16.592143,814       ,2007-07-01 00:00:00,大眾商業銀行,24368,5.8871e+10,99,7.3e+07,0,0,0,0,170896,1.1846e+10
1762,1762,1762,2013-11-26 22:30:16.593954,N008      ,2007-07-01 00:00:00,台北縣淡水信用合作社,1426,2.937e+09,539,7.58e+08,0,0,0,0,89,7.3e+07
1763,1763,1763,2013-11-26 22:30:16.59595,022       ,2007-07-01 00:00:00,美商美國銀行,1,8e+06,0,0,0,0,16,2e+06,0,0
1764,1764,1764,2013-11-26 22:30:16.598059,048       ,2007-07-01 00:00:00,臺灣工業銀行,2,3e+06,0,0,0,0,0,0,0,0
1765,1765,1765,2013-11-26 22:30:16.603019,N010      ,2007-07-01 00:00:00,美商美國紐約銀行,0,0,0,0,0,0,0,0,0,0
1766,1766,1766,2013-11-26 22:30:16.60503,030       ,2007-07-01 00:00:00,美商道富銀行,0,0,0,0,0,0,0,0,0,0
1767,1767,1767,2013-11-26 22:30:16.607085,N011      ,2007-07-01 00:00:00,澎湖縣第二信用合作社,505,7.84e+08,90,8.9e+07,9,5e+06,0,0,885,3.64e+08
1768,1768,1768,2013-11-26 22:30:16.609238,017       ,2007-07-01 00:00:00,兆豐國際商業銀行,59804,1.74954e+11,14450,2.9791e+10,0,0,8717,3.689e+09,8386,2.1474e+10
1769,1769,1769,2013-11-26 22:30:16.611243,N020      ,2007-07-01 00:00:00,稻江商業銀行,7640,9.877e+09,168,2.89e+08,0,0,0,0,14008,1.242e+10
1770,1770,1770,2013-11-26 22:30:16.613499,803       ,2007-07-01 00:00:00,聯邦商業銀行,39411,7.2616e+10,20657,4.4802e+10,38352,1.0505e+10,83,3.1e+07,301468,7.934e+09
1771,1771,1771,2013-11-26 22:30:16.615595,114       ,2007-07-01 00:00:00,基隆市第一信用合作社,5176,7.543e+09,962,6.39e+08,0,0,0,0,4692,2.672e+09
1772,1772,1772,2013-11-26 22:30:16.617668,N012      ,2007-07-01 00:00:00,法國東方匯理銀行,9,2.7e+07,0,0,0,0,0,0,0,0
1773,1773,1773,2013-11-26 22:30:16.619783,N013      ,2007-07-01 00:00:00,英商巴克萊銀行,0,0,0,0,0,0,0,0,0,0
1774,1774,1774,2013-11-26 22:30:16.624182,090       ,2007-07-01 00:00:00,加拿大商豐業銀行,0,0,0,0,0,0,0,0,0,0
1775,1775,1775,2013-11-26 22:30:16.626433,013       ,2007-07-01 00:00:00,國泰世華商業銀行,105744,2.25787e+11,9817,1.4164e+10,13429,9.69e+08,0,0,81670,1.1223e+10
1776,1776,1776,2013-11-26 22:30:16.628465,095       ,2007-07-01 00:00:00,美商美聯銀行,0,0,0,0,0,0,0,0,0,0
1777,1777,1777,2013-11-26 22:30:16.630685,015       ,2007-07-01 00:00:00,中國輸出入銀行,0,0,0,0,0,0,0,0,0,0
1778,1778,1778,2013-11-26 22:30:16.632653,N014      ,2007-07-01 00:00:00,新竹市第三信用合作社,2542,5.657e+09,335,3.02e+08,0,0,0,0,1215,2.72e+08
1779,1779,1779,2013-11-26 22:30:16.63503,072       ,2007-07-01 00:00:00,德商德意志銀行,0,0,0,0,0,0,0,0,0,0
1780,1780,1780,2013-11-26 22:30:16.637203,N015      ,2007-07-01 00:00:00,臺中商業銀行,27751,5.0265e+10,828,4.16e+08,15,4.4e+07,0,0,32918,7.416e+09
1781,1781,1781,2013-11-26 22:30:16.639212,009       ,2007-07-01 00:00:00,彰化商業銀行,63810,1.32639e+11,41411,8.2297e+10,0,0,1738,6.21e+08,15996,8.031e+09
1782,1782,1782,2013-11-26 22:30:16.641279,N016      ,2007-07-01 00:00:00,嘉義巿第四信用合作社,84,2.74e+08,3,3e+06,0,0,0,0,0,0
1783,1783,1783,2013-11-26 22:30:16.643245,099       ,2007-07-01 00:00:00,比利時商比利時聯合銀行,11,3.1e+07,0,0,0,0,0,0,0,0
1784,1784,1784,2013-11-26 22:30:16.645232,050       ,2007-07-01 00:00:00,臺灣中小企業銀行,79638,1.38778e+11,6456,1.6457e+10,0,0,14363,6.725e+09,25008,3.5158e+10
1785,1785,1785,2013-11-26 22:30:16.647406,104       ,2007-07-01 00:00:00,台北市第五信用合作社,1163,2.944e+09,1,0,0,0,0,0,1116,1.73e+08
1786,1786,1786,2013-11-26 22:30:16.64974,006       ,2007-07-01 00:00:00,合作金庫商業銀行,204076,4.49736e+11,75125,1.13069e+11,25,1e+06,138920,3.8512e+10,42065,2.0147e+10
1787,1787,1787,2013-11-26 22:30:16.652024,N017      ,2007-07-01 00:00:00,宜蘭信用合社,720,1.222e+09,282,3.49e+08,0,0,0,0,473,4.8e+07
1788,1788,1788,2013-11-26 22:30:16.654,102       ,2007-07-01 00:00:00,華泰商業銀行,4047,1.5268e+10,3442,1.2665e+10,0,0,0,0,3782,1.214e+09
1789,1789,1789,2013-11-26 22:30:16.656029,N018      ,2007-07-01 00:00:00,台南第六信用合作社,0,0,0,0,0,0,0,0,0,0
1790,1790,1790,2013-11-26 22:30:16.658204,103       ,2007-07-01 00:00:00,臺灣新光商業銀行,17529,5.3459e+10,580,7.95e+08,20816,5.346e+09,0,0,108403,2.9106e+10
1791,1791,1791,2013-11-26 22:30:16.660368,807       ,2007-07-01 00:00:00,永豐商業銀行,126942,2.94101e+11,15778,2.4243e+10,16409,6.856e+09,0,0,54919,1.7077e+10
1792,1792,1792,2013-11-26 22:30:16.66292,052       ,2007-07-01 00:00:00,渣打國際商業銀行,51553,9.7884e+10,13684,2.5692e+10,0,0,2,0,201173,4.4525e+10
1793,1793,1793,2013-11-26 22:30:16.664971,321       ,2007-07-01 00:00:00,日商三井住友銀行,0,0,0,0,0,0,0,0,0,0
1794,1794,1794,2013-11-26 22:30:16.666974,004       ,2007-07-01 00:00:00,臺灣銀行,119561,2.60784e+11,31015,4.5409e+10,0,0,43539,1.7606e+10,2860362,1.62443e+11
1795,1795,1795,2013-11-26 22:30:16.669418,158       ,2007-07-01 00:00:00,彰化第一信用合作社,859,1.526e+09,177,2.11e+08,0,0,0,0,5,1e+06
1796,1796,1796,2013-11-26 22:30:16.671245,076       ,2007-07-01 00:00:00,美商摩根大通銀行,0,0,0,0,0,0,0,0,0,0
1797,1797,1797,2013-11-26 22:30:16.673331,079       ,2007-07-01 00:00:00,比利時商富通銀行,0,0,0,0,0,0,0,0,0,0
1798,1798,1798,2013-11-26 22:30:16.675384,147       ,2007-07-01 00:00:00,三信商業銀行,6266,1.9256e+10,1356,2.387e+09,17717,6.507e+09,0,0,26117,1.1707e+10
1799,1799,1799,2013-11-26 22:30:16.67747,085       ,2007-07-01 00:00:00,新加坡商新加坡華僑銀行,0,0,0,0,0,0,0,0,0,0
1800,1800,1800,2013-11-26 22:30:16.782129,816       ,2007-07-01 00:00:00,安泰商業銀行,19843,5.0534e+10,8286,1.8911e+10,24021,5.74e+09,86,7e+06,33634,1.2203e+10
1801,1801,1801,2013-11-26 22:30:16.785971,N019      ,2007-07-01 00:00:00,香港東亞銀行,0,0,0,0,0,0,0,0,338,8.8e+07
1802,1802,1802,2013-11-26 22:30:16.789004,808       ,2007-07-01 00:00:00,玉山商業銀行,44080,1.5007e+11,50920,1.14597e+11,0,0,9,0,94693,1.8248e+10
1803,1803,1803,2013-11-26 22:30:16.791478,-01       ,2007-07-01 00:00:00,寶華商業銀行,13965,1.8503e+10,11312,1.3061e+10,6665,1.143e+09,5,2e+06,55236,4.867e+09
1804,1804,1804,2013-11-26 22:30:16.81263,020       ,2007-08-01 00:00:00,日商瑞穗實業銀行,0,0,0,0,0,0,0,0,0,0
1805,1805,1805,2013-11-26 22:30:16.814766,N000      ,2007-08-01 00:00:00,台北縣淡水第一信用合作社,10799,2.0451e+10,136,1.35e+08,4,1e+06,744,2.24e+08,816,1.72e+08
1806,1806,1806,2013-11-26 22:30:16.817627,040       ,2007-08-01 00:00:00,中華開發工業銀行,4,8e+06,0,0,0,0,0,0,74,4.8e+07
1807,1807,1807,2013-11-26 22:30:16.819731,809       ,2007-08-01 00:00:00,萬泰商業銀行,3869,5.77e+09,1849,2.271e+09,15345,4.309e+09,0,0,373844,4.8525e+10
1808,1808,1808,2013-11-26 22:30:16.824391,008       ,2007-08-01 00:00:00,華南商業銀行,84698,2.4901e+11,30121,2.4336e+10,13529,4.869e+09,7326,2.614e+09,202853,1.5119e+10
1809,1809,1809,2013-11-26 22:30:16.826483,822       ,2007-08-01 00:00:00,中國信託商業銀行,158350,2.67736e+11,15453,1.8533e+10,22295,4.636e+09,0,0,448768,7.4449e+10
1810,1810,1810,2013-11-26 22:30:16.830521,146       ,2007-08-01 00:00:00,台中市第二信用合作社,10586,1.7932e+10,106,8e+07,10,0,0,0,943,3.32e+08
1811,1811,1811,2013-11-26 22:30:16.832481,N001      ,2007-08-01 00:00:00,高雄第二信用合作社,2497,4.331e+09,511,3.03e+08,0,0,2029,8.26e+08,12388,2.506e+09
1812,1812,1812,2013-11-26 22:30:16.834046,805       ,2007-08-01 00:00:00,遠東國際商業銀行,47700,9.514e+10,12035,2.1034e+10,15014,2.987e+09,18122,5.584e+09,117875,1.1782e+10
1813,1813,1813,2013-11-26 22:30:16.836153,163       ,2007-08-01 00:00:00,彰化第十信用合作社,665,9.02e+08,0,0,0,0,0,0,3,0
1814,1814,1814,2013-11-26 22:30:16.838712,093       ,2007-08-01 00:00:00,荷蘭商安智銀行,0,0,0,0,0,0,0,0,1,0
1815,1815,1815,2013-11-26 22:30:16.840628,029       ,2007-08-01 00:00:00,新加坡大華銀行,0,0,0,0,0,0,0,0,0,0
1816,1816,1816,2013-11-26 22:30:16.84451,037       ,2007-08-01 00:00:00,法國興業銀行,0,0,0,0,0,0,0,0,0,0
1817,1817,1817,2013-11-26 22:30:16.84654,224       ,2007-08-01 00:00:00,金門縣信用合作社,98,1.55e+08,141,3.47e+08,0,0,0,0,80,4.2e+07
1818,1818,1818,2013-11-26 22:30:16.848511,115       ,2007-08-01 00:00:00,基隆市第二信用合作社,1493,3.964e+09,261,3.85e+08,53,2.1e+07,0,0,1509,3.52e+08
1819,1819,1819,2013-11-26 22:30:16.850127,162       ,2007-08-01 00:00:00,彰化第六信用合作社,3046,4.878e+09,216,2.21e+08,0,0,0,0,2314,2.44e+08
1820,1820,1820,2013-11-26 22:30:16.852125,812       ,2007-08-01 00:00:00,台新國際商業銀行,159072,1.95528e+11,8572,8.728e+09,56185,1.8737e+10,0,0,375646,6.1271e+10
1821,1821,1821,2013-11-26 22:30:16.854883,082       ,2007-08-01 00:00:00,法商法國巴黎銀行,21,9e+07,0,0,0,0,0,0,13,3e+06
1822,1822,1822,2013-11-26 22:30:16.856776,165       ,2007-08-01 00:00:00,彰化縣鹿港信用合作社,1125,1.629e+09,643,8.43e+08,0,0,2,3e+06,831,2.15e+08
1823,1823,1823,2013-11-26 22:30:16.858771,016       ,2007-08-01 00:00:00,高雄銀行,23507,3.7062e+10,4888,8.457e+09,0,0,0,0,46998,7.237e+09
1824,1824,1824,2013-11-26 22:30:16.862114,127       ,2007-08-01 00:00:00,桃園信用合作社,1671,3.536e+09,794,1.654e+09,0,0,0,0,501,2.71e+08
1825,1825,1825,2013-11-26 22:30:16.864182,012       ,2007-08-01 00:00:00,台北富邦銀行,122478,2.24032e+11,2618,2.972e+09,8374,2.806e+09,239,9.3e+07,204012,3.329e+10
1826,1826,1826,2013-11-26 22:30:16.866062,023       ,2007-08-01 00:00:00,泰國盤谷銀行,2,1e+06,0,0,0,0,0,0,0,0
1827,1827,1827,2013-11-26 22:30:16.868542,011       ,2007-08-01 00:00:00,上海商業儲蓄銀行,34973,8.9166e+10,6123,5.801e+09,95,2.6e+07,0,0,4809,1.303e+09
1828,1828,1828,2013-11-26 22:30:16.870311,N004      ,2007-08-01 00:00:00,新竹市第一信用合作社,3032,7.757e+09,5,4e+06,0,0,0,0,152,5.6e+07
1829,1829,1829,2013-11-26 22:30:16.872273,054       ,2007-08-01 00:00:00,京城商業銀行,12326,2.8413e+10,6617,1.0116e+10,0,0,32,6e+06,13912,1.5421e+10
